accommodation_id,name,type,address,city,country,postal_code,latitude,longitude,star_rating,amenities,room_types,check_in_time,check_out_time,cancellation_policy,pet_policy,parking_available,wifi_available,breakfast_included,gym_available,pool_available,spa_available,business_center,room_service,concierge_service,contact_phone,contact_email,images,description,created_at,updated_at
ACC218028,Plaza Capsule Hotel Chemnitz,Capsule Hotel,"2004 Broadway, Chemnitz",Chemnitz,Germany,55655,54.446051,-24.829193,4,"[""24/7 Front Desk"", ""Spa"", ""Parking"", ""Laundry Service"", ""Fitness Center"", ""Bar"", ""Pet Friendly"", ""Room Service""]","[""Cabin"", ""Presidential Suite"", ""Single Room"", ""Ocean View Room"", ""Studio"", ""Penthouse"", ""Family Room"", ""Standard Room""]",15:00,12:00,Non-refundable,Pets on request,True,False,False,True,False,False,True,False,False,+4-629-182-7803,info@plazacapsulehotelchemnitz.com,"[""https://example.com/images/plaza_capsule_hotel_chemnitz_1.jpg"", ""https://example.com/images/plaza_capsule_hotel_chemnitz_2.jpg"", ""https://example.com/images/plaza_capsule_hotel_chemnitz_3.jpg"", ""https://example.com/images/plaza_capsule_hotel_chemnitz_4.jpg"", ""https://example.com/images/plaza_capsule_hotel_chemnitz_5.jpg"", ""https://example.com/images/plaza_capsule_hotel_chemnitz_6.jpg""]","Experience luxury and comfort at Plaza Capsule Hotel Chemnitz, located in the heart of Chemnitz.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC778922,Palace Apartment Freiburg,Apartment,"6860 Main St, Freiburg",Freiburg,Germany,27732,63.440818,-45.11766,5,"[""Elevator"", ""Fitness Center"", ""Concierge"", ""Restaurant"", ""Room Service"", ""Airport Shuttle"", ""Bar""]","[""Family Room"", ""Pool View Room"", ""Penthouse"", ""Villa"", ""Suite""]",16:00,12:00,Non-refundable,No pets allowed,False,True,False,False,False,True,True,True,False,+20-841-605-4704,info@palaceapartmentfreiburg.com,"[""https://example.com/images/palace_apartment_freiburg_1.jpg"", ""https://example.com/images/palace_apartment_freiburg_2.jpg""]","Your gateway to Freiburg, Palace Apartment Freiburg offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC831449,Lodge Bed & Breakfast Geelong,Bed & Breakfast,"4459 Elm St, Geelong",Geelong,Australia,92723,-40.455175,-10.304439,2,"[""Dry Cleaning"", ""Concierge"", ""Fitness Center"", ""WiFi"", ""Pool"", ""Golf Course"", ""Restaurant"", ""Spa"", ""Airport Shuttle"", ""Business Center""]","[""Cabin"", ""Twin Room"", ""Presidential Suite"", ""Pool View Room"", ""Penthouse"", ""Ocean View Room"", ""Family Room""]",16:00,13:00,Free cancellation,Pets on request,True,False,True,False,False,True,True,False,True,+46-437-700-4669,info@lodgebed&breakfastgeelong.com,"[""https://example.com/images/lodge_bed_&_breakfast_geelong_1.jpg"", ""https://example.com/images/lodge_bed_&_breakfast_geelong_2.jpg"", ""https://example.com/images/lodge_bed_&_breakfast_geelong_3.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Lodge Bed & Breakfast Geelong.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC313983,Villa Chalet Valence,Chalet,"8478 Elm St, Valence",Valence,France,12566,63.9382,-68.640189,3,"[""WiFi"", ""Parking"", ""Dry Cleaning"", ""24/7 Front Desk"", ""Pet Friendly"", ""Laundry Service"", ""Beach Access"", ""Concierge"", ""Golf Course"", ""Elevator"", ""Gym"", ""Spa"", ""Room Service""]","[""Family Room"", ""Ocean View Room"", ""Penthouse"", ""Standard Room"", ""Presidential Suite"", ""Cabin"", ""Studio"", ""Garden View Room""]",16:00,13:00,Partial refund,Pets on request,True,True,True,False,True,False,False,True,False,+53-740-558-1413,info@villachaletvalence.com,"[""https://example.com/images/villa_chalet_valence_1.jpg"", ""https://example.com/images/villa_chalet_valence_2.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Villa Chalet Valence.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC382457,Palace Würzburg Lodge,Resort,"4543 Oak St, Würzburg",Würzburg,Germany,22279,7.226592,159.229663,1,"[""Airport Shuttle"", ""Concierge"", ""Pool"", ""Dry Cleaning"", ""Laundry Service""]","[""Cabin"", ""Twin Room"", ""Family Room"", ""Single Room"", ""Penthouse"", ""Pool View Room"", ""Ocean View Room""]",15:00,12:00,Free cancellation,Pet friendly,True,True,False,True,True,True,False,True,True,+56-296-239-4900,info@palacewürzburglodge.com,"[""https://example.com/images/palace_w\u00fcrzburg_lodge_1.jpg"", ""https://example.com/images/palace_w\u00fcrzburg_lodge_2.jpg""]","Relax and unwind at Palace Würzburg Lodge, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC999783,Villa Akron Hotel,Hotel,"1965 Main St, Akron",Akron,United States,62155,19.928418,90.594143,4,"[""Fitness Center"", ""24/7 Front Desk"", ""Dry Cleaning"", ""Gym"", ""WiFi"", ""Airport Shuttle"", ""Golf Course"", ""Parking"", ""Bar"", ""Pet Friendly"", ""Pool"", ""Spa"", ""Concierge"", ""Business Center"", ""Elevator""]","[""Penthouse"", ""Garden View Room"", ""Suite"", ""Cabin"", ""Ocean View Room""]",14:00,13:00,Free cancellation,Pet friendly,False,False,False,False,True,True,False,True,False,+26-294-742-2363,info@villaakronhotel.com,"[""https://example.com/images/villa_akron_hotel_1.jpg"", ""https://example.com/images/villa_akron_hotel_2.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Villa Akron Hotel.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC481764,Villa Bed & Breakfast Aix-en-Provence,Bed & Breakfast,"7126 Park Ave, Aix-en-Provence",Aix-en-Provence,France,38914,59.600414,-76.006122,1,"[""Beach Access"", ""Pet Friendly"", ""Golf Course"", ""Fitness Center"", ""Dry Cleaning"", ""Gym"", ""Restaurant"", ""Room Service"", ""Pool"", ""Concierge"", ""Laundry Service""]","[""Single Room"", ""Pool View Room"", ""Studio"", ""Standard Room"", ""Family Room""]",16:00,13:00,Non-refundable,Pet friendly,False,False,True,True,False,True,True,False,True,+6-189-146-2580,info@villabed&breakfastaix-en-provence.com,"[""https://example.com/images/villa_bed_&_breakfast_aix-en-provence_1.jpg"", ""https://example.com/images/villa_bed_&_breakfast_aix-en-provence_2.jpg"", ""https://example.com/images/villa_bed_&_breakfast_aix-en-provence_3.jpg"", ""https://example.com/images/villa_bed_&_breakfast_aix-en-provence_4.jpg"", ""https://example.com/images/villa_bed_&_breakfast_aix-en-provence_5.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Villa Bed & Breakfast Aix-en-Provence.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC221132,Palace Lodge Düsseldorf,Lodge,"8878 Pine St, Düsseldorf",Düsseldorf,Germany,12095,50.2461,150.189079,5,"[""Gym"", ""Airport Shuttle"", ""Room Service"", ""WiFi"", ""Golf Course"", ""Elevator"", ""Restaurant""]","[""Ocean View Room"", ""Standard Room"", ""Double Room"", ""Suite"", ""Villa"", ""Twin Room""]",14:00,12:00,Free cancellation,Pet friendly,True,True,False,False,True,True,False,False,False,+47-861-283-8170,info@palacelodgedüsseldorf.com,"[""https://example.com/images/palace_lodge_d\u00fcsseldorf_1.jpg"", ""https://example.com/images/palace_lodge_d\u00fcsseldorf_2.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Palace Lodge Düsseldorf.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC209980,Royal Guesthouse Brisbane,Guesthouse,"7156 Oak St, Brisbane",Brisbane,Australia,61520,-20.079673,123.165492,1,"[""Airport Shuttle"", ""Restaurant"", ""WiFi"", ""Fitness Center"", ""Gym"", ""Dry Cleaning"", ""Beach Access"", ""Pool"", ""Bar""]","[""Presidential Suite"", ""Twin Room"", ""Deluxe Room"", ""Pool View Room"", ""Studio"", ""Family Room"", ""Villa"", ""Cabin""]",16:00,11:00,Partial refund,Pets on request,False,True,True,True,True,False,True,True,True,+47-468-787-2592,info@royalguesthousebrisbane.com,"[""https://example.com/images/royal_guesthouse_brisbane_1.jpg"", ""https://example.com/images/royal_guesthouse_brisbane_2.jpg"", ""https://example.com/images/royal_guesthouse_brisbane_3.jpg"", ""https://example.com/images/royal_guesthouse_brisbane_4.jpg"", ""https://example.com/images/royal_guesthouse_brisbane_5.jpg"", ""https://example.com/images/royal_guesthouse_brisbane_6.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Royal Guesthouse Brisbane.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC330959,Palace San Diego Hotel,Boutique Hotel,"1947 Park Ave, San Diego",San Diego,United States,94674,23.161669,68.541969,4,"[""Business Center"", ""Dry Cleaning"", ""24/7 Front Desk"", ""Room Service"", ""WiFi""]","[""Ocean View Room"", ""Cabin"", ""Pool View Room"", ""Studio"", ""Single Room""]",14:00,12:00,Free cancellation,No pets allowed,True,True,False,False,True,True,False,True,False,+95-453-777-5303,info@palacesandiegohotel.com,"[""https://example.com/images/palace_san_diego_hotel_1.jpg"", ""https://example.com/images/palace_san_diego_hotel_2.jpg"", ""https://example.com/images/palace_san_diego_hotel_3.jpg""]","Relax and unwind at Palace San Diego Hotel, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC133950,Inn Erie Resort,Hotel,"7459 Pine St, Erie",Erie,United States,12186,54.659796,-95.937962,3,"[""Concierge"", ""Restaurant"", ""Beach Access"", ""Gym"", ""Business Center"", ""WiFi"", ""Bar"", ""Spa""]","[""Deluxe Room"", ""Ocean View Room"", ""Twin Room""]",14:00,13:00,Non-refundable,Pet friendly,True,True,True,False,False,False,True,True,True,+35-912-512-2837,info@innerieresort.com,"[""https://example.com/images/inn_erie_resort_1.jpg"", ""https://example.com/images/inn_erie_resort_2.jpg"", ""https://example.com/images/inn_erie_resort_3.jpg"", ""https://example.com/images/inn_erie_resort_4.jpg"", ""https://example.com/images/inn_erie_resort_5.jpg""]","Experience luxury and comfort at Inn Erie Resort, located in the heart of Erie.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC939063,Grand Capsule Hotel Melbourne,Capsule Hotel,"4774 Elm St, Melbourne",Melbourne,Australia,59283,24.059234,9.144681,1,"[""Elevator"", ""Tennis Court"", ""Fitness Center"", ""Beach Access"", ""Pool"", ""Pet Friendly"", ""Business Center"", ""Concierge"", ""Parking"", ""Dry Cleaning"", ""Airport Shuttle"", ""Golf Course"", ""Room Service""]","[""Single Room"", ""Twin Room"", ""Studio"", ""Penthouse"", ""Double Room""]",14:00,13:00,Partial refund,Pet friendly,True,True,True,True,True,True,True,True,False,+96-516-197-2265,info@grandcapsulehotelmelbourne.com,"[""https://example.com/images/grand_capsule_hotel_melbourne_1.jpg"", ""https://example.com/images/grand_capsule_hotel_melbourne_2.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Grand Capsule Hotel Melbourne.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC317657,Royal Condo Wiesbaden,Condo,"3654 Park Ave, Wiesbaden",Wiesbaden,Germany,25695,-30.799062,2.253536,1,"[""Laundry Service"", ""Airport Shuttle"", ""Concierge"", ""Restaurant"", ""Pool"", ""WiFi"", ""Tennis Court"", ""Parking"", ""Gym"", ""Business Center"", ""Dry Cleaning"", ""Fitness Center"", ""Room Service"", ""Pet Friendly"", ""Elevator""]","[""Family Room"", ""Studio"", ""Ocean View Room"", ""Pool View Room"", ""Cabin""]",16:00,11:00,Non-refundable,Pets on request,True,False,False,False,True,False,False,False,True,+20-213-149-9464,info@royalcondowiesbaden.com,"[""https://example.com/images/royal_condo_wiesbaden_1.jpg"", ""https://example.com/images/royal_condo_wiesbaden_2.jpg"", ""https://example.com/images/royal_condo_wiesbaden_3.jpg"", ""https://example.com/images/royal_condo_wiesbaden_4.jpg"", ""https://example.com/images/royal_condo_wiesbaden_5.jpg""]","Relax and unwind at Royal Condo Wiesbaden, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC402541,Lodge Obihiro Suites,Hotel,"4055 Pine St, Obihiro",Obihiro,Japan,21354,-57.759693,-168.966444,2,"[""Pool"", ""Beach Access"", ""Restaurant"", ""Business Center"", ""Golf Course"", ""Gym"", ""Tennis Court"", ""Concierge"", ""Room Service"", ""Fitness Center"", ""Spa"", ""Laundry Service""]","[""Deluxe Room"", ""Suite"", ""Family Room"", ""City View Room"", ""Garden View Room"", ""Penthouse"", ""Presidential Suite"", ""Standard Room""]",14:00,13:00,Free cancellation,Pets on request,True,False,True,False,True,False,False,True,True,+73-281-312-2771,info@lodgeobihirosuites.com,"[""https://example.com/images/lodge_obihiro_suites_1.jpg"", ""https://example.com/images/lodge_obihiro_suites_2.jpg"", ""https://example.com/images/lodge_obihiro_suites_3.jpg""]",Immerse yourself in the culture of Obihiro while enjoying world-class facilities at Lodge Obihiro Suites.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC433286,Inn Paris Lodge,Boutique Hotel,"7218 Park Ave, Paris",Paris,France,78468,48.810859,2.429244,4,"[""Elevator"", ""Room Service"", ""Tennis Court"", ""Business Center"", ""Gym"", ""Restaurant"", ""Spa"", ""24/7 Front Desk"", ""Bar"", ""WiFi"", ""Fitness Center"", ""Laundry Service"", ""Pool"", ""Dry Cleaning"", ""Concierge""]","[""Penthouse"", ""City View Room"", ""Deluxe Room""]",15:00,13:00,Free cancellation,Pets on request,True,True,False,True,True,True,False,True,False,+78-711-740-6359,info@innparislodge.com,"[""https://example.com/images/inn_paris_lodge_1.jpg"", ""https://example.com/images/inn_paris_lodge_2.jpg"", ""https://example.com/images/inn_paris_lodge_3.jpg"", ""https://example.com/images/inn_paris_lodge_4.jpg""]","Your gateway to Paris, Inn Paris Lodge offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC826583,Inn Cabin Toowoomba,Cabin,"8466 Broadway, Toowoomba",Toowoomba,Australia,64649,23.439547,-18.820973,2,"[""24/7 Front Desk"", ""Pool"", ""Fitness Center"", ""Laundry Service"", ""Spa"", ""Gym"", ""Pet Friendly"", ""Golf Course"", ""Bar"", ""Room Service"", ""Parking"", ""Concierge"", ""Dry Cleaning"", ""Tennis Court""]","[""Penthouse"", ""Villa"", ""Presidential Suite"", ""Pool View Room""]",14:00,11:00,Free cancellation,No pets allowed,False,False,False,True,False,True,False,True,True,+41-411-815-8181,info@inncabintoowoomba.com,"[""https://example.com/images/inn_cabin_toowoomba_1.jpg"", ""https://example.com/images/inn_cabin_toowoomba_2.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Inn Cabin Toowoomba.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC572337,Plaza Bed & Breakfast Barry,Bed & Breakfast,"3041 Main St, Barry",Barry,United Kingdom,61251,-55.98767,53.678591,5,"[""Golf Course"", ""Pool"", ""24/7 Front Desk"", ""WiFi"", ""Gym""]","[""Double Room"", ""Cabin"", ""Ocean View Room""]",14:00,11:00,Non-refundable,Pets on request,True,False,False,True,True,False,False,True,True,+20-858-155-5709,info@plazabed&breakfastbarry.com,"[""https://example.com/images/plaza_bed_&_breakfast_barry_1.jpg"", ""https://example.com/images/plaza_bed_&_breakfast_barry_2.jpg"", ""https://example.com/images/plaza_bed_&_breakfast_barry_3.jpg"", ""https://example.com/images/plaza_bed_&_breakfast_barry_4.jpg"", ""https://example.com/images/plaza_bed_&_breakfast_barry_5.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Plaza Bed & Breakfast Barry.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC459256,Grand Motel Tenjin,Motel,"211 Park Ave, Tenjin",Tenjin,Japan,38929,5.753581,154.971324,5,"[""WiFi"", ""Pool"", ""Tennis Court"", ""Dry Cleaning"", ""Room Service"", ""Bar"", ""Airport Shuttle"", ""Gym"", ""Concierge"", ""Elevator"", ""Restaurant""]","[""Garden View Room"", ""Villa"", ""Presidential Suite"", ""Standard Room""]",15:00,11:00,Partial refund,No pets allowed,True,False,True,True,False,True,True,False,True,+47-994-562-6429,info@grandmoteltenjin.com,"[""https://example.com/images/grand_motel_tenjin_1.jpg"", ""https://example.com/images/grand_motel_tenjin_2.jpg"", ""https://example.com/images/grand_motel_tenjin_3.jpg""]","Relax and unwind at Grand Motel Tenjin, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC241612,Plaza Bunbury Inn,Boutique Hotel,"6512 Broadway, Bunbury",Bunbury,Australia,45457,-15.246942,160.228237,4,"[""Pet Friendly"", ""Bar"", ""Beach Access"", ""Dry Cleaning"", ""Gym"", ""Elevator""]","[""Villa"", ""Cabin"", ""Pool View Room"", ""Twin Room"", ""Studio""]",15:00,11:00,Non-refundable,Pet friendly,False,True,True,False,True,False,False,True,False,+97-938-871-6501,info@plazabunburyinn.com,"[""https://example.com/images/plaza_bunbury_inn_1.jpg"", ""https://example.com/images/plaza_bunbury_inn_2.jpg"", ""https://example.com/images/plaza_bunbury_inn_3.jpg""]",Immerse yourself in the culture of Bunbury while enjoying world-class facilities at Plaza Bunbury Inn.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC312680,Inn Cabin Nîmes,Cabin,"1508 Elm St, Nîmes",Nîmes,France,11568,34.838054,-20.197574,1,"[""Pool"", ""Elevator"", ""Airport Shuttle"", ""Gym"", ""Beach Access"", ""Parking"", ""Business Center"", ""Tennis Court"", ""Pet Friendly"", ""WiFi""]","[""City View Room"", ""Presidential Suite"", ""Studio"", ""Double Room""]",14:00,11:00,Partial refund,No pets allowed,False,False,False,True,True,False,False,False,False,+90-343-381-9205,info@inncabinnîmes.com,"[""https://example.com/images/inn_cabin_n\u00eemes_1.jpg"", ""https://example.com/images/inn_cabin_n\u00eemes_2.jpg"", ""https://example.com/images/inn_cabin_n\u00eemes_3.jpg"", ""https://example.com/images/inn_cabin_n\u00eemes_4.jpg"", ""https://example.com/images/inn_cabin_n\u00eemes_5.jpg"", ""https://example.com/images/inn_cabin_n\u00eemes_6.jpg"", ""https://example.com/images/inn_cabin_n\u00eemes_7.jpg""]","Your gateway to Nîmes, Inn Cabin Nîmes offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC451245,Resort Cabin Perpignan,Cabin,"9266 Park Ave, Perpignan",Perpignan,France,62593,-51.980905,-26.536275,2,"[""Tennis Court"", ""Dry Cleaning"", ""Beach Access"", ""Fitness Center"", ""Airport Shuttle"", ""Golf Course"", ""Spa"", ""Pool"", ""24/7 Front Desk""]","[""Penthouse"", ""Single Room"", ""Cabin"", ""Garden View Room"", ""Suite"", ""Villa"", ""Double Room"", ""Deluxe Room""]",14:00,12:00,Partial refund,Pet friendly,False,False,False,False,False,True,True,False,False,+51-965-612-7347,info@resortcabinperpignan.com,"[""https://example.com/images/resort_cabin_perpignan_1.jpg"", ""https://example.com/images/resort_cabin_perpignan_2.jpg"", ""https://example.com/images/resort_cabin_perpignan_3.jpg"", ""https://example.com/images/resort_cabin_perpignan_4.jpg"", ""https://example.com/images/resort_cabin_perpignan_5.jpg"", ""https://example.com/images/resort_cabin_perpignan_6.jpg"", ""https://example.com/images/resort_cabin_perpignan_7.jpg""]",Immerse yourself in the culture of Perpignan while enjoying world-class facilities at Resort Cabin Perpignan.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC788607,Lodge Chalet Kassel,Chalet,"1504 First Ave, Kassel",Kassel,Germany,33163,62.682899,-48.835728,5,"[""Room Service"", ""Fitness Center"", ""Tennis Court"", ""Elevator"", ""Pool"", ""Dry Cleaning"", ""Restaurant"", ""Parking"", ""Golf Course"", ""Pet Friendly"", ""Gym"", ""Laundry Service"", ""24/7 Front Desk"", ""Bar"", ""Business Center""]","[""Single Room"", ""Family Room"", ""Studio"", ""Garden View Room""]",14:00,12:00,Free cancellation,No pets allowed,True,False,False,True,True,False,True,False,True,+32-465-657-2844,info@lodgechaletkassel.com,"[""https://example.com/images/lodge_chalet_kassel_1.jpg"", ""https://example.com/images/lodge_chalet_kassel_2.jpg"", ""https://example.com/images/lodge_chalet_kassel_3.jpg"", ""https://example.com/images/lodge_chalet_kassel_4.jpg""]",Immerse yourself in the culture of Kassel while enjoying world-class facilities at Lodge Chalet Kassel.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC175601,Palace San Diego Palace,Hotel,"1115 Broadway, San Diego",San Diego,United States,35776,30.797852,-61.216712,5,"[""Concierge"", ""Fitness Center"", ""Gym"", ""Business Center"", ""Pet Friendly"", ""WiFi"", ""Beach Access""]","[""Garden View Room"", ""Cabin"", ""Pool View Room"", ""Presidential Suite"", ""Ocean View Room"", ""Double Room""]",14:00,13:00,Free cancellation,Pets on request,True,True,False,True,True,False,True,False,True,+38-145-247-5820,info@palacesandiegopalace.com,"[""https://example.com/images/palace_san_diego_palace_1.jpg"", ""https://example.com/images/palace_san_diego_palace_2.jpg"", ""https://example.com/images/palace_san_diego_palace_3.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Palace San Diego Palace.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC937071,Lodge Inn Dotonbori,Inn,"8471 Pine St, Dotonbori",Dotonbori,Japan,32894,47.08552,105.838708,1,"[""Beach Access"", ""Airport Shuttle"", ""Golf Course"", ""Business Center"", ""Spa"", ""Parking"", ""Room Service"", ""Concierge"", ""24/7 Front Desk"", ""Pet Friendly"", ""Tennis Court"", ""Dry Cleaning"", ""Bar"", ""WiFi"", ""Pool""]","[""Penthouse"", ""Double Room"", ""Suite"", ""Single Room"", ""City View Room"", ""Presidential Suite"", ""Standard Room""]",14:00,13:00,Partial refund,Pets on request,True,False,False,False,False,False,False,False,False,+61-191-692-1186,info@lodgeinndotonbori.com,"[""https://example.com/images/lodge_inn_dotonbori_1.jpg"", ""https://example.com/images/lodge_inn_dotonbori_2.jpg"", ""https://example.com/images/lodge_inn_dotonbori_3.jpg"", ""https://example.com/images/lodge_inn_dotonbori_4.jpg"", ""https://example.com/images/lodge_inn_dotonbori_5.jpg""]","Your gateway to Dotonbori, Lodge Inn Dotonbori offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC717028,Inn Capsule Hotel Business Bay,Capsule Hotel,"3795 Oak St, Business Bay",Business Bay,United Arab Emirates,83523,15.859285,69.873559,3,"[""Pet Friendly"", ""Beach Access"", ""WiFi"", ""Concierge"", ""Spa"", ""Dry Cleaning"", ""Business Center"", ""Laundry Service"", ""Bar""]","[""Double Room"", ""Single Room"", ""Suite"", ""Twin Room"", ""Standard Room"", ""Studio"", ""Cabin"", ""Ocean View Room""]",14:00,13:00,Non-refundable,Pets on request,True,False,True,True,True,False,True,False,False,+92-904-420-3156,info@inncapsulehotelbusinessbay.com,"[""https://example.com/images/inn_capsule_hotel_business_bay_1.jpg"", ""https://example.com/images/inn_capsule_hotel_business_bay_2.jpg"", ""https://example.com/images/inn_capsule_hotel_business_bay_3.jpg""]","Relax and unwind at Inn Capsule Hotel Business Bay, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC259888,Plaza Bed & Breakfast Argenteuil,Bed & Breakfast,"971 Pine St, Argenteuil",Argenteuil,France,43178,-5.98193,-41.329908,2,"[""Fitness Center"", ""Concierge"", ""Golf Course"", ""24/7 Front Desk"", ""Dry Cleaning"", ""Room Service"", ""Pool"", ""Elevator"", ""Parking"", ""Laundry Service""]","[""Penthouse"", ""Family Room"", ""Garden View Room"", ""Deluxe Room"", ""Single Room"", ""Ocean View Room"", ""Pool View Room"", ""Suite""]",15:00,13:00,Free cancellation,No pets allowed,True,False,True,False,True,True,True,True,True,+9-979-172-6302,info@plazabed&breakfastargenteuil.com,"[""https://example.com/images/plaza_bed_&_breakfast_argenteuil_1.jpg"", ""https://example.com/images/plaza_bed_&_breakfast_argenteuil_2.jpg"", ""https://example.com/images/plaza_bed_&_breakfast_argenteuil_3.jpg"", ""https://example.com/images/plaza_bed_&_breakfast_argenteuil_4.jpg""]","Relax and unwind at Plaza Bed & Breakfast Argenteuil, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC802860,Lodge Guesthouse Brandon,Guesthouse,"5113 Broadway, Brandon",Brandon,Canada,68026,-59.368976,38.121319,3,"[""Room Service"", ""WiFi"", ""Beach Access"", ""Golf Course"", ""Airport Shuttle"", ""Restaurant"", ""Business Center"", ""Pool"", ""Laundry Service""]","[""Penthouse"", ""City View Room"", ""Cabin"", ""Presidential Suite"", ""Villa"", ""Studio""]",15:00,11:00,Non-refundable,Pet friendly,True,True,False,False,True,False,True,True,True,+20-807-812-4723,info@lodgeguesthousebrandon.com,"[""https://example.com/images/lodge_guesthouse_brandon_1.jpg"", ""https://example.com/images/lodge_guesthouse_brandon_2.jpg"", ""https://example.com/images/lodge_guesthouse_brandon_3.jpg""]",Immerse yourself in the culture of Brandon while enjoying world-class facilities at Lodge Guesthouse Brandon.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC987236,Villa Capsule Hotel Perpignan,Capsule Hotel,"8764 Broadway, Perpignan",Perpignan,France,28431,32.453583,16.928049,5,"[""Fitness Center"", ""Business Center"", ""Laundry Service"", ""Bar"", ""Room Service"", ""Restaurant"", ""Tennis Court""]","[""Villa"", ""Single Room"", ""Cabin"", ""Double Room"", ""Presidential Suite""]",15:00,13:00,Non-refundable,No pets allowed,False,True,False,True,True,False,False,True,True,+99-290-675-3598,info@villacapsulehotelperpignan.com,"[""https://example.com/images/villa_capsule_hotel_perpignan_1.jpg"", ""https://example.com/images/villa_capsule_hotel_perpignan_2.jpg"", ""https://example.com/images/villa_capsule_hotel_perpignan_3.jpg"", ""https://example.com/images/villa_capsule_hotel_perpignan_4.jpg""]","Relax and unwind at Villa Capsule Hotel Perpignan, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC275137,Villa Guesthouse Nuremberg,Guesthouse,"6750 Broadway, Nuremberg",Nuremberg,Germany,17627,-38.941947,-66.122886,3,"[""WiFi"", ""Laundry Service"", ""24/7 Front Desk"", ""Pool"", ""Room Service"", ""Fitness Center"", ""Beach Access"", ""Spa"", ""Airport Shuttle""]","[""Villa"", ""Double Room"", ""Studio"", ""Pool View Room"", ""Twin Room"", ""Suite"", ""Presidential Suite""]",14:00,13:00,Non-refundable,Pet friendly,True,False,False,False,False,True,True,True,False,+7-289-108-4966,info@villaguesthousenuremberg.com,"[""https://example.com/images/villa_guesthouse_nuremberg_1.jpg"", ""https://example.com/images/villa_guesthouse_nuremberg_2.jpg"", ""https://example.com/images/villa_guesthouse_nuremberg_3.jpg"", ""https://example.com/images/villa_guesthouse_nuremberg_4.jpg"", ""https://example.com/images/villa_guesthouse_nuremberg_5.jpg"", ""https://example.com/images/villa_guesthouse_nuremberg_6.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Villa Guesthouse Nuremberg.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
